Presença,HorasEstudo,Nota
"0,7751328234","2,239797084","69,63428668"
"0,9394989416","1,593235121","67,61889125"
"0,8948273504","4,888904602","61,96368682"
"0,5978999788","5,768130898","33,34043435"
"0,921874235","4,934610504","92,50004268"
"0,08849250205","0,8651157999","21,77403688"
"0,1959828624","4,821759921","29,06249415"
"0,04522728891","2,391060999","49,21062125"
"0,3253303308","6,339345098","23,47550491"
"0,3886772897","5,733196492","15,74291993"
"0,2713490318","3,120240427","14,92374222"
"0,8287375092","3,972266165","64,70159488"
"0,3567533267","2,881572956","37,79828041"
"0,2809345097","4,874641805","31,52991665"
"0,5426960832","6,910284641","67,24401148"
"0,140924225","3,028547907",0
"0,8021969808","6,008093031",100
"0,07455064368","3,939484763","18,58795411"
"0,9868869366","3,414254335","95,21615017"
"0,7722447693","4,78593928","72,33295021"
"0,1987156815","2,929515355","32,7760667"
"0,005522117124","3,892701389","27,29747819"
"0,8154614285","2,604244215","68,29883377"
"0,7068573438","8,929450266","90,98369689"
"0,729007168","5,070527104","90,6055891"
"0,7712703467","3,600548984","64,60884013"
"0,07404465173","5,427959821","40,33459354"
"0,3584657285","4,775343901","38,81460543"
"0,1158690595","4,558060801","53,98673108"
"0,8631034259","6,2283334","63,17169311"
"0,6232981268","6,51501542","99,47675795"
"0,3308980249","3,938997705","34,8067133"
"0,06355835029","3,848363519",0
"0,3109823217","4,449896606","39,02061402"
"0,325183322","0,3961576705","7,474596854"
"0,7296061783","1,969617876","68,46771318"
"0,6375574714","7,733748535","56,13596283"
"0,8872127426","8,289935427","77,4688376"
"0,4722149252","4,501927921","8,549792574"
"0,1195942459","6,153113926","22,74198408"
"0,7132447872","5,622500309","16,80710194"
"0,7607850486",10,"53,96904645"
"0,5612771976","7,239149823","77,84152427"
"0,77096718","4,744164817","80,95069324"
"0,4937955964","3,088919119","50,49256349"
"0,5227328294","1,787107359","19,17287634"
"0,4275410184","5,406927272","46,32594307"
"0,02541912674","3,487298509","15,40229086"
"0,107891427","2,155492581",0
"0,03142918569","3,706854232","46,7811341"
"0,6364104113","2,836903993","67,07948646"
"0,3143559811","8,37428327","47,93920847"
"0,5085706912","6,763279514","58,10507631"
"0,9075664739","4,984054717","78,55786346"
"0,2492922291","7,959888278","5,962389492"
"0,410382923","5,154736615","40,29837419"
"0,7555511385","3,277431597","44,80310974"
"0,2287981655","8,046248155","25,88048235"
"0,07697990983","6,077820087","23,30806908"
"0,2897514529","2,925507691","65,04084848"
"0,1612212873","4,619322644","40,96742504"
"0,9296976523","3,248763493","57,35333332"
"0,8081203796","2,234400538","68,87648055"
"0,6334037565","6,852355095","93,4007545"
"0,8714605902","8,818833281",100
"0,8036720769","2,202864852","58,22439142"
"0,1865700589","6,125938473","22,75922187"
"0,8925589985","3,698714862","82,31286563"
"0,5393422419","4,025749232","56,33323915"
"0,8074401552","3,815212152","81,61112232"
"0,8960912999","3,272018461","79,55698787"
"0,318003475","5,097043256","60,45943583"
"0,1100519245","3,338099767","9,250810309"
"0,2279351625","5,540913652","62,18764567"
"0,4271077886","4,899523781","49,17655454"
"0,8180147659","4,522103906",100
"0,8607305833","3,184872676","50,59956934"
"0,006952130531","3,846457339","50,52223325"
"0,5107473026","6,510782452","60,64618363"
"0,4174110031","6,001834375","36,02363762"
"0,2221078105","3,04488951","15,82830999"
"0,1198653673","5,198664611","21,57963432"
"0,3376151714","6,502774247","54,7513262"
"0,9429097039","1,661189438","73,67604975"
"0,323202932","6,086720385","32,26505738"
"0,5187906217","3,674752482","45,33935539"
"0,7030189589","6,141197337",100
"0,3636296024","3,473481687","70,26256629"
"0,9717820827","1,390235799","72,59434155"
"0,9624472949","1,744915124","65,48656776"
"0,2517822958","5,096169893","37,89224386"
"0,4972485059","5,519445003","64,18304982"
"0,3008783098","3,19136675","10,36231428"
"0,2848404944","6,277184918","37,05163858"
"0,03688694735","1,676959875",0
"0,609564334","4,867840403","64,0296841"
"0,5026790232","2,5779676","53,41653059"
"0,05147875125","3,696327784","8,210306967"
"0,2786464642","5,094797343","68,57771249"
"0,908265886","3,279173269","43,09733298"
"0,2395618907","4,230888912","2,009771482"
"0,1448948721","7,012585618","41,23307117"
"0,4894527603","3,846216261","65,69399671"
"0,9856504541","6,671384224",100
"0,2420552715","2,740586291","16,3079762"
"0,6721355474","6,059608356","86,14018294"
"0,7616196153","7,883137241","76,45955649"
"0,237637544","0,05671099975","11,03255064"
"0,7282163486","3,406209489","74,99101762"
"0,3677831327","6,154144254","59,73002255"
"0,6323058306","4,593909228","24,78614361"
"0,6335297108","5,742291747","90,51175663"
"0,5357746841","3,792029627","74,91642663"
"0,09028977005","5,173179575","13,59885047"
"0,8353024956","4,688645529","76,78880252"
"0,320780065","7,335564123","58,46966412"
"0,1865185104","5,508841687","38,43995269"
"0,04077514155","5,675205324","14,14122671"
"0,5908929432","4,176246068","38,7260935"
"0,6775643618","4,024787552","56,2419305"
"0,01658782893","4,134883624","40,98938462"
"0,5120930583","5,788904285","64,75320373"
"0,2264957752","4,158031038","22,80958402"
"0,6451727904","5,579549714","76,46254049"
"0,174366429","9,150801597",0
"0,6909377381","6,742249407","91,40057592"
"0,3867353463","4,347952936","5,801656945"
"0,9367299887","7,402427844","78,56469187"
"0,1375209441","4,183849254","2,593255772"
"0,3410663511","0,9237509296",0
"0,1134735212","2,983827378","41,96025653"
"0,9246936183","1,258416158","51,1612577"
"0,8773393534","4,296973032","76,75833097"
"0,2579416277","5,036836758","34,68543312"
"0,659984046","8,352874625","82,5513578"
"0,8172222002","5,653854748","73,18518882"
"0,5552008116","4,561798942","25,89939998"
"0,5296505784","6,658811162","78,33961574"
"0,2418522909","0,577729382","6,946923319"
"0,09310276781","5,471229116",0
"0,897215758","6,541730388","71,43756381"
"0,9004180572","2,042827508","92,21158928"
"0,6331014573","7,287508086","84,14055462"
"0,339029791","5,676992815","36,07671603"
"0,3492095746","4,169424172","30,64511708"
"0,7259556789","6,265563732","62,18689464"
"0,89711026","9,541385716",100
"0,8870864243","5,36373251","82,31882454"
"0,7798755459","5,496441173","77,37913039"
"0,6420316462","4,081278201","75,45268065"
"0,084139965","3,300311261","23,02542612"
"0,1616287141","6,660671633","31,15956646"
"0,8985541885","3,287832348","63,13758372"
"0,6064290597","5,143132474","55,52624829"
"0,009197051617","4,044685106","15,98611879"
"0,1014715429","5,957959651","44,47272205"
"0,6635017691","5,667324211","63,5183207"
"0,005061583846","7,075079889","43,25681613"
"0,1608080514","3,979967202","23,95402029"
"0,5487337894","4,460250129","52,33773169"
"0,6918951977","3,042472568","13,71958844"
"0,6519612595","4,11141348","73,88988298"
"0,2242693095","5,754600986","43,40433203"
"0,7121792213","6,513977233","88,74686441"
"0,2372490875","3,155669352",0
"0,3253996982","6,73921184","88,24832335"
"0,7464914051","7,711275718","72,84279461"
"0,649632899","5,826869806","84,4491095"
"0,8492234105","8,753591625","65,16965259"
"0,6576128923","3,452421602","65,52193805"
"0,5683086033","2,510690593","23,07296731"
"0,09367476783","1,442559502",0
"0,3677158031","7,992088623","92,31192975"
"0,2652023677","6,308731313","37,3334193"
"0,2439896434","4,888830658","38,5433587"
"0,9730105548","5,559937253","98,02173691"
"0,3930977247","2,749021905","44,49558886"
"0,8920465552","9,891503959","96,09718725"
"0,631138626","5,258442364","66,20130706"
"0,7948113035","5,218789589",100
"0,5026370931","6,451533248","54,81198264"
"0,5769038846","5,962018463","62,48428787"
"0,4925176938","5,447768049","72,35522174"
"0,1952429878","3,419051089","47,50130228"
"0,7224521153","5,942936714","90,85947988"
"0,2807723624","8,764048993","64,67714216"
"0,02431596643","7,690840092","9,362220101"
"0,6454722959","8,186373253",100
"0,1771106794","3,977568647","3,610007493"
"0,9404585844","3,020790359","74,5633858"
"0,953928577","4,74842616","61,14390226"
"0,9148643902","5,111449825","74,05489578"
"0,3701587003","7,188383037","57,53830237"
"0,01545661653","1,615070741","13,81482426"
"0,9283185626","8,059100639","96,3739314"
"0,4281841483","4,683984203","76,70121109"
"0,966654819","4,14623786","83,65492661"
"0,9636199771","2,975791249","64,83723092"
"0,8530094555","1,690286656","77,22345732"
"0,2944488921","6,646341168","68,04170797"
"0,3850977286","5,146635934","19,14025115"
"0,8511366715","2,420078201","72,69651449"
"0,3169220052","2,409842456","42,67814498"
"0,1694927467","4,328430601","21,53201714"
"0,5568012625","8,338043051","94,27438422"
"0,9361547742","4,480817297","71,0914439"
"0,6960297967","1,993714094","52,24817324"
"0,5700611701","4,508513872","48,77628921"
"0,09717649377","4,454552861","23,96038202"
"0,6150072267",0,"14,97493186"
"0,9900538501","4,891410267","50,16785442"
"0,1400840152","4,53813094","58,44766594"
"0,5183296524","6,39241273","39,73020309"
"0,8773730719","8,69791219","67,60618609"
"0,7407686178","7,253130059","30,39083503"
"0,697015741","4,462222619","46,89059998"
"0,702484084","2,786948183","26,8350419"
"0,3594911512",10,"94,40977228"
"0,2935918443","5,118436868","58,28559991"
"0,8093611555","5,027858584","54,91009676"
"0,8101133947","4,951749826",100
"0,8670723186","5,396169522","93,24432694"
"0,9132405526","4,711279176","67,14292219"
"0,5113423989","3,852675986",0
"0,5015162947","3,906282118","91,5349576"
"0,798295179","4,93449346","39,84423524"
"0,6499639308","3,913150458","21,74246274"
"0,7019668773","3,574308435","76,86665501"
"0,7957926694","5,212860455",100
"0,8900053418","4,490045565","99,04595914"
"0,3379951569","8,007985977","63,58983572"
"0,3755829526",0,"34,43006399"
"0,09398193984","7,183013704","51,43928238"
"0,578280141","7,492170385","79,8440618"
"0,0359422738","0,8532195352","11,19324305"
"0,4655980181","4,314624812","47,27840241"
"0,5426446347","4,257118268","48,3352886"
"0,2865412521","2,184976611","10,85308979"
"0,5908332606","3,444366625","43,6139606"
"0,03050024994","2,778848309",0
"0,03734818875","8,504540887","34,29226234"
"0,8226005607","6,871356786","57,06963864"
"0,3601906414","7,54311019","29,7120929"
"0,1270605127","6,443344128","36,99489029"
"0,5222432601","2,741896458","70,14222716"
"0,7699935531","3,950959467","80,36978318"
"0,2158210275","5,978749122","5,454246067"
"0,6228904758","2,555744382","27,80384335"
"0,08534746499","6,42599686","49,6402591"
"0,05168172117","4,519349204","1,528552214"
"0,5313546316","4,250358385","44,39004843"
"0,5406351216","6,421919936","69,12682902"
"0,6374299015","5,888526623","42,43301148"
"0,7260913337","4,278067668","62,78526082"
"0,9758520795","7,318659607","61,1452533"
"0,5163003483","2,837873345","30,3021614"
"0,3229564729","6,231871214","50,70051191"
"0,7951861948","6,186202516","40,59610708"
"0,2708322513","4,380907121","42,58305832"
"0,4389714207","5,652266044","48,55459344"
"0,07845638134","2,497772847","25,74827336"
"0,02535074342","6,848054038","33,39154344"
"0,9626484147","4,630195727",100
"0,8359801205","3,954553959","68,48151312"
"0,6959742061","7,098018452","61,56241535"
"0,4089529444","3,591312619","41,3483772"
"0,1732943201","2,183077407","29,99592941"
"0,1564370427","1,886741653","17,91039058"
"0,2502428982","6,212019903","40,67448732"
"0,5492266647","2,439141295","28,67033131"
"0,7145959227","8,509588364","63,65609047"
"0,6601973767","0,8361411842","14,9043019"
"0,2799338969","8,392912737","85,35921963"
"0,9548652807","5,422034934","54,10279187"
"0,7378969167","4,806573776","49,64200615"
"0,5543540525","3,910161826","34,53374514"
"0,6117207462","5,798272229","77,79482123"
"0,4196000624","4,924730595","38,97593256"
"0,2477309895","7,206603764","68,64511588"
"0,3559726787","5,228455297","28,80236942"
"0,7578461105","5,300603523","72,25306396"
"0,01439348863","4,272775576","1,247770555"
"0,1160726405","4,886108753","69,411776"
"0,04600264202","5,615603538","1,470604292"
"0,04072880232","1,579663215","14,9587952"
"0,855460584","2,303629156","73,21768928"
"0,7036578594","6,486528188","76,44156626"
"0,4741738291","5,341730876","46,11160007"
"0,09783416065","4,632033327","21,80176895"
"0,4916158751","5,036867866","50,52065341"
"0,4734717708","5,695163411","48,24891986"
"0,1732018699","3,920480639","45,35161709"
"0,4338516492","3,443390549","84,01512118"
"0,3985047344","5,39169051","34,3272104"
"0,6158500981","3,043254445","21,72796407"
"0,6350936509","5,816505511","59,60600013"
"0,04530400977","1,594832792","60,69175851"
"0,3746126146","7,058311275","34,63651062"
"0,6258599157","5,945194965","94,11471091"
"0,5031362586","5,512059469","85,79042967"
"0,8564898412","6,965381968","68,17915351"
"0,6586936316","8,330948889","84,22507504"
"0,1629344271","7,02874013","70,45895861"
"0,0705687474","1,318251537","1,924576174"
"0,6424192782","2,440846067","44,23693376"
"0,02651131054","3,750362845","4,958511732"
"0,5857755813","5,0521821","35,06012866"
"0,9402302414","6,035318041","67,56953575"
"0,5754741779","3,548512374","24,24369483"
"0,3881699262","5,373533529","45,46599905"
"0,6432882184","3,489234135","37,15476503"
"0,4582528905","3,776964394","47,27874924"
"0,5456167893","2,186677806","10,36580566"
"0,9414648088","3,153533508","75,7196272"
"0,3861026378","2,296630789","49,02326066"
"0,9611905638","3,048253494","29,98973495"
"0,905350642","7,107283593","90,23130429"
"0,1957911348","3,101202222","48,70565683"
"0,06936130088",10,"19,96885768"
"0,1007780014","5,986635802","63,44467103"
"0,01822182565","5,369672247","30,95237872"
"0,09444296076","3,28328444","4,699478289"
"0,6830067734","6,400619759","65,46750389"
"0,07118864846","3,848724348","30,83275455"
"0,3189756303","5,244019629","41,63472416"
"0,844875311",10,100
"0,02327193574","4,807880201","2,214365085"
"0,8144684826","7,298546653","81,44951205"
"0,2818547748","3,59364715","3,011585147"
"0,1181648276","4,930023019","24,58546051"
"0,6967371654","8,541601271","57,89248218"
"0,6289428468","3,746065884","38,01023549"
"0,8774720135","8,624897116",100
"0,7350710438","6,415503871","91,59248052"
"0,8034809304","3,875066448","75,89188403"
"0,2820345726","6,264815478","20,13508097"
"0,1774395438","6,945108899","32,09863923"
"0,7506147516","6,243619924","94,2733188"
"0,8068347393","1,85955056","58,68262487"
"0,990505142","3,545725648",100
"0,4126176769","4,504962729","50,64326832"
"0,3720180858","4,851133142","45,56660004"
"0,7764129607","6,241344195","65,36782514"
"0,3408035403","5,355402002","44,54063852"
"0,9307573256","2,329311283","62,11328794"
"0,8584127518","5,760395702","88,70852145"
"0,4289940274","6,221171491","69,75837394"
"0,7508710678","6,119580896","53,81079844"
"0,7545428741","7,161561451","47,29415918"
"0,1031238688","6,667844309",0
"0,9025529067","5,918360158","87,98644157"
"0,5052523724","4,859668577","27,68648453"
"0,8264574661","1,678078133","13,24194864"
"0,320049601","5,859236438","50,41149391"
"0,8955232285","5,415375374",100
"0,3892016787","5,543157674","45,40331319"
"0,01083765148","2,446502848","27,20608597"
"0,9053819764","2,837886919","67,31105343"
"0,09128667679","7,106305707","31,92463037"
"0,3193136376","4,920889692","57,22390668"
"0,9500619671","6,363001395","76,65023272"
"0,9506071469","5,056636752","82,61082211"
"0,5734378881","5,059512279","61,07827853"
"0,6318372122","6,876567612","52,05469411"
"0,448445522","3,967910544","62,61922048"
"0,2932107717","5,192241554","34,86241738"
"0,3286645454","4,075449423","20,90676722"
"0,6725184561","4,131007545","67,60533442"
"0,7523745294","4,381655753","44,69973514"
"0,7915790437","5,444267543","69,83543594"
"0,7896181428","4,042502757","63,36471966"
"0,09120610305","7,511512251","57,2363265"
"0,4944203047","3,210785396","52,00232452"
"0,05755876002","4,626256712","21,45801327"
"0,5495288823","4,120537883","65,80921046"
"0,4415305014","7,893955769","85,87180414"
"0,8877041828","5,393109553","85,9908953"
"0,3509150126","7,063689079","49,51670947"
"0,1170670164","2,028879254",0
"0,1429916821","5,534100532","9,413629789"
"0,7615106317","6,779261591","66,70319018"
"0,6182180633","5,164567979","45,56111167"
"0,1011226761","7,13096075","30,85177751"
"0,08410680611","3,9654231","22,04109926"
"0,7009691315","7,81869488","83,9267825"
"0,07276300636","9,597796247","41,34698981"
"0,8218600593","4,274322879","76,13892795"
"0,7062422272","4,108994957","60,10000175"
"0,08134878064","7,906768954",0
"0,08483771409","8,159144291","18,94013213"
"0,9866395785","3,954279946","72,13374338"
"0,3742707958","4,159626366","14,90085835"
"0,3706421471","4,436430782","51,98282655"
"0,8127995673","2,311098978","88,62738659"
"0,9472485774","3,162696107","93,86093611"
"0,9860010638","2,991718466","66,85808028"
"0,7533781853","3,46440487","88,87483333"
"0,3762595855","4,930630225","45,27144518"
"0,0835007167","5,468429465","20,14204144"
"0,7771469159","8,101000986","66,76476563"
"0,5584042497","3,003291919","39,46802893"
"0,4242220092","6,968644797","45,56436337"
"0,9063543851","4,572022312","76,0776768"
"0,1111974823","4,901072581","29,48761888"
"0,4926251043","6,349638984","55,0169826"
"0,01135364477","2,754555957","20,43820591"
"0,468660642","5,764819492","74,99184198"
"0,05630327568","5,332904416","43,70089692"
"0,1188179163","5,984902528","1,370725719"
"0,1175262468","5,578337288",0
"0,6492103021","9,91060028","97,28141747"
"0,7460448793","3,724520031","32,32319891"
"0,5833687651","3,93800609","46,25884223"
"0,9621725485","3,753718947","49,34296818"
"0,3748705795","3,889045762","2,008809067"
"0,2857120863","3,725225745","42,87288272"
"0,8685991282","7,378033062","96,81118315"
"0,2235958385","7,841008496","33,24957628"
"0,9632225394","3,858507413","21,40653617"
"0,01215447469","3,335288854","3,145534932"
"0,9698788267","5,942831113","89,80013416"
"0,04315991195","3,895553911",0
"0,8911431137","6,265863636","82,19923976"
"0,5277011091","5,405846042","52,97925373"
"0,9929647961","1,96851177","79,03776484"
"0,07379656474","8,095010403","39,19944286"
"0,5538542844","8,591755346","48,13689963"
"0,9693025356","3,774422619","97,18727265"
"0,5230978442","4,22459688","45,11366671"
"0,6293986381","5,571730781","59,50475062"
"0,695748689","5,66891358","45,75521648"
"0,4545410648","6,317088545","43,67517304"
"0,6275580801","9,020409078","56,03906683"
"0,5843143119","4,646105545","50,1843597"
"0,9011580105","3,403405511",100
"0,04544638034","2,241361544",0
"0,2809631896","3,53813992",0
"0,9504114841","4,933746054",100
"0,8902637839","8,589115727","83,5858164"
"0,4556567528","3,964777402","29,81706"
"0,6201325978","5,447575903","79,79635323"
"0,277381183","4,967154208","24,39917702"
"0,1881211597","7,376786547","77,31461004"
"0,4636984049",10,"81,38042172"
"0,353352228","3,938262454","27,19595534"
"0,5836561119","4,021121115","94,25001544"
"0,07773463696","7,088321754","20,90306677"
"0,9743948077","6,363782979","98,76072782"
"0,9862107445","8,693414651","99,93215488"
